BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'35.2'	'not assigned.unknown'	'g8322.t1|pacid:27564480'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15669.t1|pacid:27566408'	'no original description'	T
'35.2'	'not assigned.unknown'	'g8745.t1|pacid:27563100'	'no original description'	T
'35.2'	'not assigned.unknown'	'g6926.t1|pacid:27568979'	'no original description'	T
'35.2'	'not assigned.unknown'	'g17730.t1|pacid:27571112'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g076700.t1.2|pacid:27575371'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g616800.t1.2|pacid:27565819'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g007050.t1.2|pacid:27578793'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2756.t2|pacid:27575905'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g272750.t1.3|pacid:27569554'	'no original description'	T
'35.2'	'not assigned.unknown'	'g3725.t1|pacid:27576480'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g201550.t1.2|pacid:27576952'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g427850.t1.2|pacid:27579876'	'no original description'	T
'35.2'	'not assigned.unknown'	'g4721.t1|pacid:27580532'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g462600.t1.3|pacid:27579996'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g151050.t1.3|pacid:27576614'	'BTB BTB  no original description'	T
'35.2'	'not assigned.unknown'	'g1763.t1|pacid:27574318'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g549400.t1.3|pacid:27582155'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g346672.t1.3|pacid:27564550'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11456.t1|pacid:27565199'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g738950.t1.2|pacid:27571338'	'no original description'	T
'35.2'	'not assigned.unknown'	'g6782.t1|pacid:27567964'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g184650.t1.3|pacid:27576024'	'Rad51_DMC1_radA recA_like  no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g077650.t1.2|pacid:27575086'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g657700.t1.3|pacid:27567380'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g018550.t1.3|pacid:27578306'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g269750.t1.3|pacid:27568428'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g007550.t1.3|pacid:27578681'	'CAP10   no original description'	T
'35.2'	'not assigned.unknown'	'g16529.t1|pacid:27566660'	'no original description'	T
'35.2'	'not assigned.unknown'	'g6843.t1|pacid:27569023'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g174200.t1.3|pacid:27577526'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g505100.t1.3|pacid:27581558'	'uvsE Uve UvdE  no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g325300.t1.3|pacid:27563885'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g167300.t1.2|pacid:27576578'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre15.g634600.t1.2|pacid:27573094'	'ANK       no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g075750.t1.3|pacid:27574275'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g200950.t1.2|pacid:27576784'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g352150.t2.1|pacid:27564619'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g212600.t1.2|pacid:27580988'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g317900.t2.1|pacid:27564647'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g738000.t3.1|pacid:27572217'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g116150.t1.3|pacid:27575654'	'OCH1  no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g450950.t1.2|pacid:27579409'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g391370.t1.2|pacid:27570447'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g442900.t1.3|pacid:27579337'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g104050.t1.2|pacid:27575102'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre15.g639350.t1.3|pacid:27572963'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18238.t2|pacid:27563613'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g353050.t1.2|pacid:27564538'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2686.t1|pacid:27575299'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g578250.t2.1|pacid:27573296'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g740650.t1.3|pacid:27571549'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre05.g244300.t1.3|pacid:27572447'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g610050.t1.2|pacid:27566146'	'COBRA1  no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g717000.t1.3|pacid:27571207'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11531.t1|pacid:27564984'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g566500.t2.1|pacid:27573625'	'no original description'	T
'35.2'	'not assigned.unknown'	'g8068.t1|pacid:27564160'	'PRK05648       no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g520850.t1.2|pacid:27582699'	'SOH1 SOH1   no original description'	T
'35.2'	'not assigned.unknown'	'g3370.t1|pacid:27576803'	'no original description'	T
'35.2'	'not assigned.unknown'	'g3053.t1|pacid:27576440'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11494.t1|pacid:27564973'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g558950.t1.3|pacid:27582928'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g706050.t1.3|pacid:27571610'	'Atrophin-1 Extensin_2 PRK05648 PRK12323 PRK07003 DUF1421 DUF605 SR PRK07764 Tymo_45kd_70kd GRASP55_65 HPC2 Drf_FH1 TonB                                no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g733188.t2.1|pacid:27571892'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2780.t1|pacid:27574488'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16829.t1|pacid:27567570'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g402600.t1.1|pacid:27569684'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18081.t1|pacid:27573251'	'no original description'	T
'35.2'	'not assigned.unknown'	'g7235.t1|pacid:27564332'	'RT_nLTR_like  no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g665328.t1.1|pacid:27566914'	'no original description'	T
'35.2'	'not assigned.unknown'	'g8008.t1|pacid:27564434'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1232.t1|pacid:27578626'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g202875.t1.2|pacid:27576922'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g524700.t1.2|pacid:27582121'	'COG1011   no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g658250.t1.3|pacid:27567525'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g052500.t1.3|pacid:27578494'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g288450.t1.2|pacid:27567877'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g363800.t1.3|pacid:27563051'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1267.t2|pacid:27577938'	'LsmAD PBP1  no original description'	T
'35.2'	'not assigned.unknown'	'g3622.t1|pacid:27577003'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5372.t1|pacid:27572782'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g173300.t2.1|pacid:27576650'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g588050.t1.2|pacid:27573328'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16660.t1|pacid:27566532'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g659550.t1.3|pacid:27567387'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g662450.t1.2|pacid:27566201'	'DUF862   no original description'	T
'35.2'	'not assigned.unknown'	'g11662.t1|pacid:27565061'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2637.t2|pacid:27575759'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g430550.t1.2|pacid:27579391'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g100600.t1.3|pacid:27575910'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13750.t1|pacid:27582065'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g681000.t1.3|pacid:27567202'	'no original description'	T
'35.2'	'not assigned.unknown'	'g12110.t1|pacid:27582384'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g302350.t3.1|pacid:27568678'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16336.t1|pacid:27567023'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13171.t1|pacid:27581353'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g205350.t1.3|pacid:27577398'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g683750.t1.2|pacid:27566304'	'no original description'	T
'35.2'	'not assigned.unknown'	'g7490.t2|pacid:27564115'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g624050.t1.2|pacid:27565703'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g515000.t1.3|pacid:27582326'	'no original description'	T
'35.2'	'not assigned.unknown'	'g4142.t1|pacid:27576460'	'RT_nLTR_like  no original description'	T
'35.2'	'not assigned.unknown'	'g2891.t1|pacid:27576983'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g143850.t1.3|pacid:27574920'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g732050.t1.2|pacid:27571331'	'Nth ENDO3c PRK10702 ENDO3c HhH-GPD MutY   no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g589167.t1.2|pacid:27573307'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g276000.t1.2|pacid:27568086'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g582850.t1.3|pacid:27574104'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g670750.t1.2|pacid:27567057'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g591750.t1.3|pacid:27573476'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16866.t1|pacid:27566714'	'FixC  no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g043400.t1.2|pacid:27578554'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g262150.t2.1|pacid:27567942'	'no original description'	T
'35.2'	'not assigned.unknown'	'g14165.t1|pacid:27573853'	'no original description'	T
'35.2'	'not assigned.unknown'	'g10012.t2|pacid:27570932'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g078800.t1.2|pacid:27574927'	'PRK07764 PRK05648         no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g433450.t1.2|pacid:27579635'	'WD40 COG2319   no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g287150.t1.3|pacid:27568497'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g026850.t1.3|pacid:27578507'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre17.g724900.t1.2|pacid:27571138'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g442041.t1.2|pacid:27579510'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15368.t1|pacid:27572933'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18104.t1|pacid:27573243'	'no original description'	T
'35.2'	'not assigned.unknown'	'g8178.t1|pacid:27563918'	'CCT  no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g507800.t1.2|pacid:27581316'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g348950.t1.3|pacid:27563647'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g626300.t1.2|pacid:27565631'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g555400.t1.2|pacid:27582479'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g229250.t1.3|pacid:27580535'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g250550.t1.2|pacid:27569514'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g177150.t1.2|pacid:27577448'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g034650.t1.2|pacid:27578463'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g004800.t1.2|pacid:27577794'	'no original description'	T
'35.2'	'not assigned.unknown'	'g3660.t1|pacid:27577713'	'TIP120   no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g163150.t1.2|pacid:27577053'	'DUF1680 COG3533  no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g527150.t1.3|pacid:27581338'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g028150.t1.2|pacid:27577895'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g411750.t1.3|pacid:27570385'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g198500.t1.3|pacid:27576978'	'no original description'	T
'35.2'	'not assigned.unknown'	'g10362.t1|pacid:27580230'	'no original description'	T
'35.2'	'not assigned.unknown'	'g7283.t1|pacid:27563947'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g352100.t1.3|pacid:27564520'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g557300.t1.3|pacid:27581583'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g002150.t1.2|pacid:27578860'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g340750.t1.2|pacid:27564275'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g041800.t2.1|pacid:27578920'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g272900.t1.2|pacid:27568757'	'PRK07208 HemY  no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g349900.t1.3|pacid:27564158'	'no original description'	T
'35.2'	'not assigned.unknown'	'g6845.t1|pacid:27569541'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g196700.t1.3|pacid:27576345'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g623250.t1.3|pacid:27565901'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre05.g235600.t1.3|pacid:27572797'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11581.t1|pacid:27565463'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2544.t1|pacid:27574839'	'no original description'	T
'35.2'	'not assigned.unknown'	'g4808.t1|pacid:27580613'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre05.g245600.t3.1|pacid:27572620'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g552500.t1.2|pacid:27582343'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g054600.t1.3|pacid:27578678'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g586400.t1.2|pacid:27573881'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13822.t1|pacid:27581491'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g185950.t1.1|pacid:27576074'	'no original description'	T
'35.2'	'not assigned.unknown'	'g9735.t2|pacid:27570845'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g431800.t1.2|pacid:27579454'	'Sulfatase AslA    no original description'	T
'35.2'	'not assigned.unknown'	'g12147.t1|pacid:27581545'	'no original description'	T
'35.2'	'not assigned.unknown'	'g12963.t2|pacid:27582255'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g180000.t1.2|pacid:27577081'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g051750.t2.1|pacid:27579088'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g442450.t1.2|pacid:27580153'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15536.t1|pacid:27572990'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g307700.t1.3|pacid:27568873'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16846.t1|pacid:27566926'	'no original description'	T
'35.2'	'not assigned.unknown'	'g4437.t3|pacid:27575945'	'GCD1     no original description'	T
'35.2'	'not assigned.unknown'	'g1876.t1|pacid:27574464'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2595.t1|pacid:27575334'	'RluA PRK11025 PseudoU_synth_RluCD_like  no original description'	T
'35.2'	'not assigned.unknown'	'g5050.t1|pacid:27580450'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1202.t1|pacid:27578251'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g311500.t1.3|pacid:27569328'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g382000.t2.1|pacid:27563068'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g589550.t1.3|pacid:27573276'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g225350.t2.1|pacid:27580594'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g293900.t1.3|pacid:27569468'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11649.t1|pacid:27565302'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g571100.t1.2|pacid:27573888'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g393300.t1.2|pacid:27570277'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g289050.t1.2|pacid:27568699'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5033.t1|pacid:27580443'	'no original description'	T
'35.2'	'not assigned.unknown'	'g4804.t1|pacid:27580978'	'BTB BTB  no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g486478.t1.2|pacid:27581647'	'no original description'	T
'35.2'	'not assigned.unknown'	'g17581.t1|pacid:27571984'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g590850.t1.2|pacid:27573548'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g382750.t1.3|pacid:27563016'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11832.t1|pacid:27565419'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g677900.t1.3|pacid:27567046'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18368.t1|pacid:27567708'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16267.t1|pacid:27566583'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g586100.t1.3|pacid:27574098'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre05.g232100.t1.2|pacid:27572464'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11760.t1|pacid:27565230'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g484550.t1.2|pacid:27581469'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g115508.t1.3|pacid:27575396'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g040400.t1.2|pacid:27579032'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15975.t1|pacid:27566208'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18052.t1|pacid:27572288'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre05.g235900.t1.3|pacid:27572553'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18076.t1|pacid:27571941'	'Exo_endo_phos  no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g115050.t1.2|pacid:27574473'	'no original description'	T
'35.2'	'not assigned.unknown'	'g17517.t1|pacid:27571042'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g488173.t1.2|pacid:27582460'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11881.t1|pacid:27565028'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g558750.t1.2|pacid:27582786'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g531600.t1.2|pacid:27582351'	'no original description'	T
'35.2'	'not assigned.unknown'	'g6300.t1|pacid:27567859'	'DraG ADP_ribosyl_GH  no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g049750.t1.2|pacid:27577722'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g516000.t1.3|pacid:27582832'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g565250.t1.2|pacid:27574029'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g466000.t1.2|pacid:27579304'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13911.t2|pacid:27573530'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g489300.t1.3|pacid:27581894'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g021100.t1.2|pacid:27578396'	'no original description'	T
'35.2'	'not assigned.unknown'	'g17983.t2|pacid:27571769'	'no original description'	T
'35.2'	'not assigned.unknown'	'g15515.t1|pacid:27573157'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g015103.t1.2|pacid:27578853'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g524850.t3.1|pacid:27582425'	'no original description'	T
'35.2'	'not assigned.unknown'	'g13117.t1|pacid:27581565'	'no original description'	T
'35.2'	'not assigned.unknown'	'g10511.t1|pacid:27579524'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g671950.t1.1|pacid:27567002'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g007300.t1.2|pacid:27578266'	'COG2220   no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g003700.t1.2|pacid:27578080'	'SprT   no original description'	T
'35.2'	'not assigned.unknown'	'g2869.t1|pacid:27576619'	'no original description'	T
'35.2'	'not assigned.unknown'	'g7532.t1|pacid:27564174'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g142900.t1.2|pacid:27574855'	'no original description'	T
'35.2'	'not assigned.unknown'	'g18273.t1|pacid:27573215'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11596.t1|pacid:27565443'	'CAP10   no original description'	T
'35.2'	'not assigned.unknown'	'g15639.t2|pacid:27567331'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre01.g049900.t1.3|pacid:27578138'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5071.t1|pacid:27580426'	'ddl ddl DdlA  no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g388150.t1.2|pacid:27570779'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g113500.t1.2|pacid:27574302'	'CotH  no original description'	T
'35.2'	'not assigned.unknown'	'g2598.t1|pacid:27575312'	'no original description'	T
'35.2'	'not assigned.unknown'	'g8698.t1|pacid:27562863'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g511350.t1.3|pacid:27581974'	'no original description'	T
'35.2'	'not assigned.unknown'	'g16842.t1|pacid:27566553'	'PRK12323     no original description'	T
'35.2'	'not assigned.unknown'	'g9893.t1|pacid:27570842'	'no original description'	T
'35.2'	'not assigned.unknown'	'g17985.t2|pacid:27571355'	'RT_nLTR_like  no original description'	T
'35.2'	'not assigned.unknown'	'g1521.t1|pacid:27575690'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g366500.t1.2|pacid:27563567'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5694.t2|pacid:27568061'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g224850.t1.3|pacid:27580782'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g302600.t1.3|pacid:27569231'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g465750.t1.3|pacid:27579688'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g300121.t3.1|pacid:27568058'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre10.g461650.t1.2|pacid:27579732'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g195900.t1.3|pacid:27577387'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g648000.t1.2|pacid:27566318'	'no original description'	T
'35.2'	'not assigned.unknown'	'g12007.t1|pacid:27581658'	'no original description'	T
'35.2'	'not assigned.unknown'	'g2896.t1|pacid:27577176'	'no original description'	T
'35.2'	'not assigned.unknown'	'g11099.t1|pacid:27579199'	'no original description'	T
'35.2'	'not assigned.unknown'	'g7560.t1|pacid:27563698'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g392900.t1.3|pacid:27569734'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g664150.t1.3|pacid:27566876'	'PDEase_I     no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g494250.t1.2|pacid:27582744'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g287350.t1.3|pacid:27569041'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g214800.t1.2|pacid:27580587'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g295300.t1.3|pacid:27568173'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g361150.t1.2|pacid:27563547'	'CAP10  no original description'	T
'35.2'	'not assigned.unknown'	'g4414.t1|pacid:27577240'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5076.t1|pacid:27572565'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre06.g260750.t1.3|pacid:27568731'	'Guanylate_cyc CYCc CyaA      no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g205050.t1.2|pacid:27576132'	'DAGAT   no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g375850.t1.2|pacid:27563188'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g484700.t1.2|pacid:27581872'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g413050.t1.3|pacid:27569601'	'no original description'	T
'35.2'	'not assigned.unknown'	'g14184.t1|pacid:27573691'	'no original description'	T
'35.2'	'not assigned.unknown'	'g10559.t1|pacid:27579989'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre07.g344200.t1.2|pacid:27563750'	'no original description'	T
'35.2'	'not assigned.unknown'	'g4719.t1|pacid:27580651'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre02.g106300.t1.2|pacid:27575114'	'DUF1682   no original description'	T
'35.2'	'not assigned.unknown'	'cre09.g388350.t1.3|pacid:27569654'	'Peptidase_M11   no original description'	T
'35.2'	'not assigned.unknown'	'g6962.t1|pacid:27569278'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g526900.t2.1|pacid:27581088'	'no original description'	T
'35.2'	'not assigned.unknown'	'g9116.t1|pacid:27570536'	'no original description'	T
'35.2'	'not assigned.unknown'	'g14591.t1|pacid:27573954'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g173200.t1.2|pacid:27577143'	'ERV1 Evr1_Alr   no original description'	T
'35.2'	'not assigned.unknown'	'cre14.g619250.t1.2|pacid:27565687'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre05.g239400.t1.3|pacid:27572693'	'no original description'	T
'35.2'	'not assigned.unknown'	'g1040.t1|pacid:27578063'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre13.g568300.t1.2|pacid:27573594'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre03.g207400.t1.2|pacid:27577410'	'COG2425 yieM VWA_YIEM_type  no original description'	T
'35.2'	'not assigned.unknown'	'cre12.g541211.t3.1|pacid:27581279'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre04.g218000.t1.3|pacid:27580503'	'no original description'	T
'35.2'	'not assigned.unknown'	'cre08.g359200.t1.3|pacid:27563338'	'ATS1  no original description'	T
'35.2'	'not assigned.unknown'	'cre16.g686900.t1.2|pacid:27567635'	'no original description'	T
'35.2'	'not assigned.unknown'	'g5070.t1|pacid:27580708'	'no original description'	T
